"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1672","NL Groning03",24.5,1241.07142857143,22.7857142857143,5.03571428571429,2,5,14,1,1
"1673","NL GRONING03",21,1481.93789757412,33.4851752021563,6.12938005390836,4,51,371,136,2
"1674","NL HEERLEN10",25.5,552.5,23.5,4.25,1,2,2,1,1
"1675","NL HEERLEN14",22,1579.47768421053,35.1052631578947,6.29210526315789,3,23,95,51,2
"1676","NL HENGELO05",20,1480.05,27.5,4.225,2,4,10,5,1
"1677","NL HENGELO06",22,860,25.8888888888889,4,1,3,9,4,1
"1678","NL LEEUWAR01",21,1689.47189873418,34.746835443038,6.63291139240506,2,23,79,42,1
"1679","NL LEEUWAR03",22,1261.86715909091,32.0568181818182,6.04261363636364,2,19,88,35,1
"1680","NL LEIDEN01",22,1751.58396428571,29.5785714285714,6.42232142857143,4,41,280,106,2
"1681","NL LEIDEN03",22,1778.51625,25.4375,5.078125,2,7,16,8,1
"1682","NL MAASTRI01",22,1479.86648148148,29.7777777777778,5.64583333333333,4,43,540,152,2
"1683","NL NIJMEGE01",22,1555.53,29.1782178217822,6.39851485148515,4,45,404,145,2
"1684","NL ROTTERD01",22,1421.05146788991,29.3119266055046,5.27064220183486,5,28,327,109,2
"1685","NL ROTTERD03",22,1479.51877777778,29.8222222222222,5.45277777777778,3,21,180,81,2
"1686","NL ROTTERD09",23,1919.0280952381,42.5714285714286,8.57142857142857,3,2,21,14,1
"1687","NL S-GRAVE05",23,1666.48382978723,33.7234042553191,6.51595744680851,2,7,47,33,1
"1688","NL S-GRAVE13",21,1452.35988235294,31.3450980392157,6.31960784313725,2,27,255,83,2
"1689","NL S-GRAVE23",23,1370,17,5,1,2,3,1,1
"1690","NL S-GRAVE37",21,1500.58564356436,31.7128712871287,5.503300330033,3,26,303,101,2
"1691","NL S-HERTO01",21.5,2462.25,24.75,4.9375,1,3,4,3,1
"1692","NL TILBURG01",22,1572.61164609054,29.3086419753086,5.3179012345679,4,24,243,76,2
"1693","NL UTRECHT01",22,1738.74515991471,30.8827292110874,6.43550106609808,5,52,469,158,2
"1694","NL UTRECHT24",21,1322.62464114833,31.0717703349282,5.73684210526316,2,35,209,72,2
"1695","NL UTRECHT27",21,1282.20894736842,27.1052631578947,4.32894736842105,1,6,19,11,1
"1696","NL UTRECHT29",22,1689.06242424242,36.4848484848485,6.37878787878788,2,9,33,24,1
"1697","NL VELP05",23,1346.90407407407,31.6296296296296,5.80555555555556,2,8,27,15,1
"1698","NL VLISSIN01",21.5,1150.07045454545,36.5454545454545,6.14772727272727,1,8,22,12,1
"1699","NL WAGENIN01",23,1597.76709302326,32.7364341085271,6.41085271317829,2,36,258,80,2
"1700","NL XX",22,1910.98,29,7.05,1,3,5,3,1
"1701","NL ZWOLLE05",21,1440.73418032787,30.9344262295082,5.02254098360656,3,30,122,54,2
"1702","NL ZWOLLE06",20,1261.63043478261,30,5.07608695652174,2,6,23,9,1
"1703","P  ACORES01",22,1569.22307692308,37.8615384615385,6.79615384615385,2,26,65,36,2
"1704","P  ARCOZEL01",22,1847.09615384615,39.1538461538462,5.99038461538461,2,6,26,10,1
"1705","P  AVEIRO01",22,1713.22019323671,38.1207729468599,6.88768115942029,5,49,207,77,2
"1706","P  AVEIRO05",24,1103.58333333333,31.3333333333333,4.91666666666667,1,6,6,2,1
"1707","P  BARCARE01",20.5,1601.09375,51.8125,9.375,2,5,16,6,1
"1708","P  BEJA01",21.5,1430.17833333333,34.2708333333333,5.55729166666667,2,17,48,19,1
"1709","P  BRAGA01",22,1654.16136531365,38.09963099631,6.89022140221402,5,52,271,114,2
"1710","P  BRAGANC01",21,1957.46153543307,37.4803149606299,6.44488188976378,4,39,254,61,2
"1711","P  CASTELO01",22,1587.77974683544,39.2405063291139,6.42088607594937,2,28,79,28,2
"1712","P  COIMBRA01",22,1541.57892761394,38.2211796246649,7.08880697050938,6,77,746,210,2
"1713","P  COIMBRA02",22,1494.79910344828,35.3241379310345,6.48103448275862,2,41,145,53,2
"1714","P  COIMBRA05",21,1357.56157894737,39.7368421052632,7.57236842105263,3,11,38,13,1
"1715","P  COIMBRA12",26,1300,87,10,1,1,1,1,1
"1716","P  COIMBRA22",23.5,1341.66666666667,69.1666666666667,8.66666666666667,2,2,6,4,1
"1717","P  COIMBRA23",24,1076.25,52,7.5,1,2,8,3,1
"1718","P  COIMBRA24",21,726.196818181818,27,4.42045454545455,3,3,22,11,1
"1719","P  COVILHA01",22,1864.08571428571,39.1314285714286,6.64142857142857,3,38,175,61,2
"1720","P  ESTORIL01",22,1932.606,32.7333333333333,6.71666666666667,2,3,15,7,1
"1721","P  ESTORIL02",21,615.890769230769,26.7692307692308,3.67307692307692,3,5,13,6,1
"1722","P  EVORA01",22,1357.43133333333,38.8555555555556,7.00277777777778,2,25,90,38,2
"1723","P  FAFE04",23,2205.55555555556,29.4444444444444,5.11111111111111,1,3,9,3,1
"1724","P  FAFE05",21,833.028,36,5.25,2,2,3,2,1
"1725","P  FARO02",22,1508.66882022472,37.0449438202247,7.19662921348315,3,46,178,62,2
"1726","P  FUNCHAL03",22,1587.62162162162,28.8378378378378,5.52702702702703,2,14,37,14,1
"1727","P  FUNCHAL08",22,0,30,0.75,1,1,1,1,1
"1728","P  FUNCHAL09",20,1561,30,3.5,1,1,1,1,1
"1729","P  GUARDA01",22,1669.66949152542,38.1186440677966,7.08050847457627,2,16,59,20,1
"1730","P  LEIRIA01",22,1538.2597810219,37.7518248175182,6.48357664233577,3,44,137,51,2
"1731","P  LEIRIA06",24.5,1481.3,30,6,2,2,2,2,1
"1732","P  LISBOA01",22,1311.91474320242,29.8308157099698,5.57779456193354,4,43,331,117,2
"1733","P  Lisboa02",27,1800,26,6,1,1,1,1,1
"1734","P  LISBOA02",23,1537.2412109375,34.716796875,6.830078125,5,54,512,203,2
"1735","P  LISBOA03",22,1346.68215926493,32.7320061255743,5.94218989280245,2,56,653,199,2
"1736","P  LISBOA04",23,1531.50636363636,34.2296650717703,6.84718899521531,4,70,836,232,2
"1737","P  LISBOA05",22,1371.8439408867,31.5467980295567,5.78325123152709,7,37,203,79,2
"1738","P  LISBOA07",22,1456.03583606557,32.1672131147541,5.77459016393443,3,35,305,109,2
"1739","P  LISBOA08",22,1425.37552631579,34.0789473684211,6.76973684210526,2,8,38,17,1
"1740","P  LISBOA101",21,960.795454545455,42.4545454545455,7.03409090909091,3,6,22,9,1
"1741","P  LISBOA102",22,1923,45.8,9,2,3,5,3,1
"1742","P  LISBOA104",22,1672.69736842105,40.5263157894737,7.59210526315789,2,9,19,11,1
"1743","P  LISBOA105",22,888.877619047619,17.8571428571429,3.41666666666667,2,3,21,7,1
"1744","P  LISBOA106",21,737.17,20.1904761904762,3.3452380952381,3,2,21,11,1
"1745","P  LISBOA107",21,650,60,5,1,1,2,1,1
"1746","P  LISBOA11",23,1337.59259259259,46.962962962963,8.27777777777778,2,7,27,12,1
"1747","P  LISBOA12",22,1706.70504504505,42.7477477477477,8.50675675675676,2,14,111,37,1
"1748","P  LISBOA14",24,4244,54,9,1,1,1,1,1
"1749","P  LISBOA15",21.5,1874.91666666667,43.1666666666667,7.29166666666667,2,4,12,6,1
"1750","P  LISBOA17",23,1158.225,33.05,6.99375,2,5,40,17,1
"1751","P  LISBOA38",26.5,1445.83333333333,31,3.58333333333333,2,3,6,3,1
"1752","P  LISBOA43",23,1121.708,30.8,4.28333333333333,3,7,15,7,1
"1753","P  Lisboa46",25,1050,30,5,1,1,1,1,1
"1754","P  LISBOA46",22,1369.51516666667,32.4833333333333,6.1125,2,13,60,29,1
"1755","P  LISBOA47",23,1040,45.5,8,1,2,2,2,1
"1756","P  LISBOA52",22.5,1836.47254545455,39.5727272727273,7.18409090909091,2,31,110,52,2
"1757","P  LISBOA58",22,1030.41666666667,39.1666666666667,7.75,2,4,12,4,1
"1758","P  LISBOA97",20,780,30,6,1,1,2,1,1
"1759","P  LISBOA98",23,1170,48,9,1,1,1,1,1
"1760","P  LOULE01",22,1235.75333333333,25.6666666666667,5.61111111111111,2,3,9,4,1
"1761","P  MAIA01",22,1905.67868421053,42.5175438596491,7.5219298245614,2,20,114,37,1
"1762","P  MATOSIN01",22,1586.68045454545,37.3333333333333,5.95833333333333,3,9,66,38,1
"1763","P  MONTE-D02",22,1186.63043478261,40.6086956521739,7.09782608695652,2,4,23,8,1
"1764","P  PORTALE01",23,1351.88,32.84,5.27,2,10,25,10,1
"1765","P  PORTIMA02",22.5,1397.5,60,10.75,1,1,2,1,1
"1766","P  PORTO02",22,1636.73557142857,36.0181818181818,7.10941558441558,9,74,770,243,2
"1767","P  PORTO05",22,1574.3822327044,32.5283018867925,5.65251572327044,3,53,318,107,2
"1768","P  PORTO07",23,1482.07558823529,39.8235294117647,7.04411764705882,2,15,34,17,1
"1769","P  PORTO08",22,1286.23971428571,38.5142857142857,6.42857142857143,2,9,35,20,1
"1770","P  PORTO11",22.5,1443.75,36.25,7.125,2,1,4,2,1
"1771","P  PORTO16",21,1293.3,38.2,5.55,2,4,5,4,1
"1772","P  PORTO21",20.5,962.541666666667,33.4166666666667,6.77083333333333,1,5,12,5,1
"1773","P  PORTO25",23,1145.625,35.5,5.0625,2,1,8,5,1
"1774","P  PORTO26",22,1444.71040816327,31.6530612244898,4.6734693877551,3,17,49,25,1
"1775","P  PORTO29",21,2101.47826086957,40.3913043478261,6.60869565217391,2,8,23,12,1
"1776","P  PORTO42",22,1679.875,44.7142857142857,7.19642857142857,2,6,14,7,1
"1777","P  PORTO56",22.5,1028.18181818182,40.6363636363636,7.93181818181818,2,5,22,8,1
"1778","P  PORTO57",22.5,1525.36363636364,43.1363636363636,7.52272727272727,2,9,22,9,1
"1779","P  POVOA-D02",22,554.285714285714,22.2142857142857,3.71428571428571,2,3,14,6,1
"1780","P  SANTARE01",22,1374.87181818182,33.8363636363636,5.68636363636364,2,16,55,26,1
"1781","P  SETUBAL01",22,1453.92456521739,30.3152173913043,4.91304347826087,2,29,92,40,2
"1782","P  TOMAR01",22.5,1712.86538461538,36.9615384615385,6.50961538461539,2,12,26,10,1
"1783","P  VIANA-D01",21,1738.91066666667,35.5333333333333,6.20555555555556,2,25,90,23,1
"1784","P  VILA-RE01",23,1476.90357142857,41.7214285714286,6.55892857142857,2,36,140,45,2
"1785","P  VILANOV01",22,1123,23,5.1,2,3,5,3,1
"1786","P  VILANOV02",22,1448.33333333333,46,8.58333333333333,1,2,3,2,1
"1787","P  VILANOV05",24,1533.33333333333,29.6666666666667,6.66666666666667,2,3,3,2,1
"1788","P  VILANOV07",20.5,469.375,30,3.6875,2,2,4,2,1
"1789","P  VISEU01",22,1400.18951612903,33.258064516129,5.94354838709677,2,21,62,13,1
"1790","P  XX",23,1334.79166666667,42.8333333333333,7.89583333333333,2,8,12,5,1
"1791","PL BIALA01",22,1509.375,30.5,4.375,1,3,4,3,1
"1792","PL BIALYST01",22,1439.05682352941,39.1372549019608,6.00196078431373,3,30,255,41,2
"1793","PL BIALYST02",22,1451.67928571429,52.5714285714286,6.76785714285714,2,6,14,6,1
"1794","PL BIALYST03",22,1526.65740740741,29.9259259259259,4.42592592592593,1,6,27,2,1
"1795","PL BIALYST04",22,1240.66162790698,44.7209302325581,6.4593023255814,2,12,43,21,1
"1796","PL BIALYST05",21,1834.88636363636,40.4545454545455,5.76136363636364,1,6,22,7,1
"1797","PL BIALYST06",20,848,34,4,1,1,1,1,1
"1798","PL BIELSKO01",22,1542.75,30.5,4.79166666666667,2,3,12,3,1
"1799","PL BIELSKO02",23,1438.22133333333,52.3333333333333,6.51666666666667,2,9,15,8,1
"1800","PL BIELSKO06",28.5,1638.75,30,4.75,1,1,2,1,1
"1801","PL BIELSKO08",22,1610,24,5.75,1,1,1,1,1
"1802","PL BRZESKO01",20,1552,21,4.5,1,1,1,1,1
"1803","PL BYDGOSZ01",22,1693.44285714286,33.4285714285714,5.62142857142857,2,16,35,13,1
"1804","PL BYDGOSZ02",22,1866.42091836735,41.5,6.41071428571429,2,21,98,32,1
"1805","PL BYDGOSZ04",22,1260,38,7.33333333333333,2,1,3,2,1
"1806","PL BYDGOSZ06",22,1878.98555555556,40,7.08333333333333,1,3,9,3,1
"1807","PL BYDGOSZ08",21,1557.03947368421,32.1052631578947,4.51315789473684,1,4,19,6,1
"1808","PL CIECHAN02",22,1270,24.3333333333333,5.08333333333333,1,2,6,2,1
"1809","PL CZESTOC01",21,1504.56666666667,28.4,4.86666666666667,1,8,15,8,1
"1810","PL CZESTOC02",26,1198.56666666667,26,4.83333333333333,2,3,3,3,1
"1811","PL CZESTOC03",22,1476.25,43.5555555555556,6.19444444444444,1,4,9,6,1
"1812","PL CZESTOC04",22.5,1380,30,4,1,1,2,1,1
"1813","PL CZESTOC05",21,744.396666666667,30,4.83333333333333,2,2,3,2,1
"1814","PL DABROWA01",21.5,1373.33333333333,28.5833333333333,4.5,1,5,12,4,1
"1815","PL ELBLAG01",21.5,1057.5,41.3333333333333,6.75,1,4,6,3,1
"1816","PL GDANSK01",22,1202.80312883436,36.4907975460123,5.98773006134969,4,34,163,70,2
"1817","PL GDANSK02",22,1270.90021276596,36.9255319148936,6.97872340425532,3,30,188,75,2
"1818","PL GDANSK03",23,1248.25,49.0882352941176,7.78676470588235,3,3,34,15,1
"1819","PL GDANSK04",22,1480,30,6,2,2,3,2,1
"1820","PL GDANSK05",22,1153.98904761905,35.6190476190476,5.71428571428571,2,5,21,12,1
"1821","PL GDANSK06",21,1238.5,28.2,4.5,1,3,5,5,1
"1822","PL GDANSK08",21.5,1427.82545454545,46.0454545454545,6.65909090909091,1,9,22,7,1
"1823","PL GDANSK09",21,1817.5,36.8,5.5,1,4,5,3,1
"1824","PL GDANSK11",21,1300,50,10,1,1,3,1,1
"1825","PL GDYNIA01",24,1130.08333333333,43.8787878787879,7.08333333333333,2,7,33,10,1
"1826","PL GDYNIA02",22.5,1272.69444444444,46.0555555555556,6.02777777777778,2,4,18,6,1
"1827","PL GDYNIA03",21.5,1725,0,5,1,1,2,1,1
"1828","PL GDYNIA05",21,1474.53833333333,35,5.45833333333333,2,4,6,3,1
"1829","PL GLIWICE01",22,1568.32907216495,42.020618556701,6.94845360824742,2,24,97,25,1
"1830","PL GORZOW01",23,1200,30,4,1,1,10,1,1
"1831","PL JAROSLA02",22,1421.61538461538,33.4615384615385,6.51923076923077,1,8,13,6,1
"1832","PL JELENIA01",22,1552.5,16.1428571428571,4.5,1,4,7,3,1
"1833","PL JOZEFOW01",22,1728.45161290323,32.3870967741936,5.06451612903226,1,4,31,5,1
"1834","PL KALISZ01",21,1097.39375,53.03125,6.1875,2,8,32,5,1
"1835","PL KATOWIC01",21,1559.43090909091,42.2727272727273,6.8595041322314,4,27,121,56,2
"1836","PL KATOWIC02",22,1338.86261363636,38.7272727272727,6.43465909090909,3,12,88,46,1
"1837","PL KATOWIC03",22,1360.15384615385,46,7.11538461538461,2,6,26,12,1
"1838","PL KATOWIC04",24,1266.25,36.5,5.9375,3,2,4,4,1
"1839","PL KATOWIC05",22,1554.41666666667,32.3333333333333,6.41666666666667,1,2,6,2,1
"1840","PL KATOWIC06",20,947.5,25.7142857142857,4.07142857142857,1,2,7,3,1
"1841","PL KATOWIC07",22,2012.5,45,5.83333333333333,1,1,3,1,1
"1842","PL KATOWIC08",21,1241,48,6.6,2,2,5,4,1
"1843","PL KATOWIC10",22,1006.25,47.6363636363636,6.86363636363636,1,3,11,3,1
"1844","PL KIELCE01",21,1417.658125,32.4375,4.953125,2,7,16,8,1
"1845","PL KIELCE02",21,2213.75,41.75,7.25,2,3,4,3,1
"1846","PL KIELCE04",21.5,1036.75,59.3,7.975,1,3,10,2,1
"1847","PL KIELCE05",25,1267.5,72,9.75,1,1,1,1,1
"1848","PL KIELCE08",22,1591.52272727273,34.2727272727273,4.61363636363636,1,2,11,3,1
"1849","PL KIELCE11",21,1382.25,28.625,4.25,1,4,8,4,1
"1850","PL KIELCE12",22,1254,49.8,7,1,2,5,2,1
"1851","PL KONIN02",21.5,1697.7,41,5.8,1,7,30,6,1
"1852","PL KOSZALI01",22,1177.96111111111,34.7111111111111,4.76111111111111,2,12,45,8,1
"1853","PL KRAKOW01",22,1431.29350769231,34.7984615384615,6.32038461538462,6,61,650,212,2
"1854","PL KRAKOW02",22,1147.39561538462,34.8153846153846,6.13076923076923,5,26,130,51,2
"1855","PL KRAKOW03",23,1188.76390697674,35.1395348837209,5.97441860465116,3,27,215,70,2
"1856","PL KRAKOW04",22,1236.45317647059,34.4470588235294,5.775,6,15,170,84,2
"1857","PL KRAKOW05",22,1392.77331395349,39.4186046511628,5.88372093023256,3,24,86,38,2
"1858","PL KRAKOW06",23,1097.3825,29.25,6.09027777777778,2,12,36,16,1
"1859","PL KRAKOW08",22,1455.90909090909,26.5454545454545,6.59090909090909,2,4,11,8,1
"1860","PL KRAKOW09",23,1502.35294117647,34.9411764705882,6.13235294117647,3,2,17,10,1
"1861","PL KRAKOW10",22,1358.18847457627,33.5084745762712,5.55932203389831,3,6,59,37,1
"1862","PL KRAKOW11",22,1511,25.2,5.7,2,1,5,3,1
"1863","PL KRAKOW12",22,1012.16666666667,40.0740740740741,6.19444444444444,2,4,27,9,1
"1864","PL KRAKOW15",23,1300,72.5,10,1,1,2,1,1
"1865","PL KRAKOW17",21,1320.22580645161,33.6774193548387,5.70967741935484,2,9,31,11,1
"1866","PL KRAKOW18",20.5,1060,30,4,1,1,2,1,1
"1867","PL KRAKOW19",22.5,1669.25,29.5,5.6875,1,3,4,3,1
"1868","PL KRAKOW20",21.5,1478.75944444444,35.5555555555556,5.68055555555556,3,8,18,13,1
"1869","PL KROSNO01",21,1412.55882352941,34.843137254902,5.40196078431373,2,10,51,15,1
"1870","PL KWIDZYN01",22,2846.25,50.7777777777778,8.25,2,3,9,2,1
"1871","PL LEGNICA01",21.5,1582.17391304348,37.0652173913044,4.96195652173913,1,10,46,6,1
"1872","PL LODZ01",22,1527.32494809689,39.2041522491349,6.29498269896194,4,37,289,98,2
"1873","PL LODZ02",22,1160.24932835821,36.5149253731343,5.95149253731343,4,28,268,77,2
"1874","PL LODZ03",22,1149.1312,43.52,7.35,1,6,25,15,1
"1875","PL LODZ04",21,690,0,3,1,1,2,1,1
"1876","PL LODZ05",22,1255.17794117647,35.5,5.22058823529412,2,7,34,16,1
"1877","PL LODZ07",22,1415.84677419355,38.7741935483871,5.45967741935484,2,7,31,11,1
"1878","PL LODZ09",23,1380,22,6,1,1,1,1,1
"1879","PL LODZ15",21,1293.75,30,3.75,1,1,1,1,1
"1880","PL LOMZA03",22,1835.38636363636,45.3636363636364,6.22727272727273,2,7,11,6,1
"1881","PL LUBIN01",20,1256.13,30,5,1,1,1,1,1
"1882","PL LUBIN02",20,1921.11111111111,37.8888888888889,4.19444444444444,2,4,9,2,1
"1883","PL LUBLIN01",22,1479.08320754717,34.811320754717,5.9811320754717,3,17,53,29,1
"1884","PL LUBLIN02",21.5,1080.1804,37.04,5.92,4,17,50,24,1
"1885","PL LUBLIN03",21,1857.1036036036,46.6036036036036,6.63288288288288,2,26,222,44,2
"1886","PL LUBLIN04",23,1430.73076923077,30.1538461538462,5.25,1,6,13,6,1
"1887","PL LUBLIN05",22,1219.75,39.1,7.075,2,4,10,5,1
"1888","PL LUBLIN08",20,2558.75,50.6666666666667,7.41666666666667,1,1,3,1,1
"1889","PL LUBLIN09",22,958.285714285714,56.2857142857143,6.28571428571429,1,2,14,1,1
"1890","PL NOWY-SA01",21,1279.74684210526,36.8421052631579,5.14473684210526,2,5,19,7,1
"1891","PL NOWY-SA02",20.5,2871.25,51.1666666666667,7.25,2,3,6,2,1
"1892","PL NOWY-TA01",24,1150,9,5,1,1,1,1,1
"1893","PL NYSA01",21,1554.13142857143,30.0571428571429,4.96428571428571,2,8,35,6,1
"1894","PL OLSZTYN01",22,1467.46426086957,43.3913043478261,6.91739130434783,2,22,115,33,1
"1895","PL OPOLE01",22,1620.57142857143,38.3571428571429,6.48809523809524,2,11,42,15,1
"1896","PL Opole02",22,2042.23428571429,32,8.28571428571429,1,2,7,1,1
"1897","PL OPOLE02",22,1436.00044334975,35.8916256157635,5.90147783251231,3,31,203,35,2
"1898","PL OSTROLE01",22,1170,62,9,1,1,1,1,1
"1899","PL PILA01",21,1764.11363636364,30.6363636363636,5.11363636363636,2,2,11,1,1
"1900","PL PILA02",20.5,1849,36.1,5.2,1,2,10,2,1
"1901","PL PIOTRKO01",23.5,1552.5,33.25,4.5,1,2,4,2,1
"1902","PL POZNAN01",22,1445.94819642857,37.8321428571429,6.11785714285714,7,47,280,98,2
"1903","PL POZNAN02",22,1344.97364341085,37.968992248062,6.23062015503876,3,19,129,50,1
"1904","PL POZNAN03",21,1141.28069767442,36.8217054263566,5.53100775193798,4,13,129,56,1
"1905","PL POZNAN04",22,1520.67979166667,36.8541666666667,5.71875,1,12,48,17,1
"1906","PL POZNAN05",22,1396.69058823529,37.921568627451,6.73039215686275,2,7,51,20,1
"1907","PL POZNAN06",22,1225.95636363636,27.0909090909091,5.97727272727273,3,3,11,8,1
"1908","PL Poznan08",20,783,20,3,1,1,2,1,1
"1909","PL POZNAN08",21.5,938.692307692308,36.1923076923077,4.78846153846154,2,7,26,13,1
"1910","PL POZNAN10",22.5,922.83,38.75,5.5,1,2,8,3,1
"1911","PL POZNAN12",22,1234.81689655172,38.1034482758621,5.79310344827586,2,5,29,16,1
"1912","PL POZNAN13",21,1422.30952380952,29.8571428571429,5.17857142857143,2,6,21,8,1
"1913","PL POZNAN16",24,1466,30,4.25,1,1,1,1,1
"1914","PL POZNAN17",22,1292.35,38.65,5.9375,2,6,20,8,1
"1915","PL POZNAN19",20,1094.16666666667,53.1666666666667,8.41666666666667,1,2,6,4,1
"1916","PL POZNAN21",22,1375.71428571429,31.2857142857143,6.57142857142857,1,3,7,3,1
"1917","PL POZNAN24",21,972.003333333333,19.8333333333333,4,2,2,6,3,1
"1918","PL POZNAN25",23,1264,26,4,1,1,1,1,1
"1919","PL PRZEMYS02",21,1541.625,30.375,4.46875,1,4,8,2,1
"1920","PL RADOM01",21.5,1231.5,36.9,5.1,1,5,10,6,1
"1921","PL RADOM03",21.5,1552.5,30,4.5,1,1,2,1,1
"1922","PL RADOM04",22,1996.67,37.8,5.93571428571429,1,10,35,8,1
"1923","PL RZESZOW01",22,1399.13,41.344262295082,6.36885245901639,2,12,61,19,1
"1924","PL RZESZOW02",22,1525.71327868852,36.9918032786885,5.60860655737705,3,30,122,31,2
"1925","PL RZESZOW03",21,1313.81388888889,31.4444444444444,4.5,2,8,18,5,1
"1926","PL SANOK01",21,1355.52,15,3,1,1,1,1,1
"1927","PL SIEDLCE01",23,1290.25,31,4.35,2,3,5,3,1
"1928","PL SLUPSK01",20,1786.5,32.8571428571429,5.17857142857143,1,4,14,3,1
"1929","PL SLUPSK02",21,1466,30,4.25,1,1,1,1,1
"1930","PL SOCHACZ01",23,1552,29,4.5,1,1,1,1,1
"1931","PL SOPOT01",22,1522.66666666667,29,4.66666666666667,1,1,3,1,1
"1932","PL SUWALKI03",21,2330.66666666667,63.6666666666667,8.83333333333333,2,2,3,2,1
"1933","PL SZCZECI01",22,2004.06896551724,44.2413793103448,7.28879310344828,3,12,58,18,1
"1934","PL SZCZECI02",22,1357.27125,33.6785714285714,5.71428571428571,2,16,56,22,1
"1935","PL SZCZECI03",20,840,31,4,1,2,3,2,1
"1936","PL SZCZECI05",23,1767.5,65.2222222222222,9.75,2,2,9,2,1
"1937","PL SZCZECI06",24,1435,27.7142857142857,5.57142857142857,1,2,7,2,1
"1938","PL SZCZECI12",21.5,2242.5,47,6.5,1,2,4,1,1
"1939","PL SZCZYTNO02",20.5,1290.9375,32,4.4375,1,1,8,2,1
"1940","PL TARNOW01",23,911.413333333333,30.6666666666667,4.41666666666667,2,2,3,2,1
"1941","PL TORUN01",22,1418.77931578947,38.2736842105263,5.89210526315789,4,35,190,66,2
"1942","PL TORUN02",23,1018.09090909091,34.4545454545455,4.77272727272727,1,4,11,4,1
"1943","PL WALBRZY04",20,1157.7,30.4,4.35,1,6,10,5,1
"1944","PL WARSZAW01",22,1345.35122764228,36.6308943089431,6.22439024390244,5,50,615,197,2
"1945","PL WARSZAW02",22,1261.15125,32.9111842105263,6.56085526315789,2,26,304,90,2
"1946","PL WARSZAW03",22,1074.93520179372,26.3766816143498,4.89798206278027,5,13,223,88,2
"1947","PL WARSZAW04",21.5,1372.485,33.25,4.375,2,3,4,4,1
"1948","PL WARSZAW05",22,1340.01351955307,34.5810055865922,5.34078212290503,5,30,179,52,2
"1949","PL WARSZAW06",22,1507.54955882353,45.8529411764706,7.09926470588235,3,5,68,29,1
"1950","PL WARSZAW07",22,1405.06972972973,35.2432432432432,5.77027027027027,2,14,37,16,1
"1951","PL WARSZAW08",24,2300,56,10,1,1,1,1,1
"1952","PL WARSZAW09",23,1420.95833333333,37.3333333333333,6.91666666666667,2,2,12,10,1
"1953","PL WARSZAW10",22,1099.26617021277,35.7872340425532,5.42553191489362,3,7,47,33,1
"1954","PL WARSZAW11",28.5,3300,46,9.625,2,1,2,2,1
"1955","PL WARSZAW12",21.5,1374.80836956522,31.9239130434783,5.43478260869565,2,11,92,31,1
"1956","Pl WARSZAW14",20,3185,60,9,1,1,1,1,1
"1957","PL WARSZAW14",21,1402.00323943662,34.5070422535211,5.81338028169014,2,10,71,29,1
"1958","PL WARSZAW15",22,861.666666666667,37.5,6.16666666666667,2,3,6,3,1
"1959","PL WARSZAW17",22,1752.8125,41.5555555555556,6.26388888888889,2,6,36,11,1
"1960","PL WARSZAW21",22,1042.26586776859,32.0247933884297,5.20661157024793,4,11,121,52,1
"1961","PL WARSZAW23",21,1158.72321428571,44.8214285714286,6.83928571428571,1,5,28,9,1
"1962","PL WARSZAW28",21.5,520,33,4,1,1,2,1,1
"1963","PL WARSZAW30",22,1246.40545454545,24.3636363636364,5.27272727272727,2,3,11,5,1
"1964","PL WARSZAW33",22,2011.72619047619,42.0476190476191,6.13095238095238,1,9,21,7,1
"1965","PL WARSZAW35",21.5,1268.97555555556,34.5555555555556,5.83333333333333,2,5,18,11,1
"1966","PL WARSZAW37",22,1362.57064516129,38.5483870967742,6.83870967741935,2,8,31,18,1
"1967","PL WARSZAW57",22,944,31.3333333333333,4,1,2,9,1,1
"1968","PL WARSZAW61",23,2328.33333333333,51.6666666666667,6.75,1,1,3,1,1
"1969","PL WARSZAW68",21,1347.53571428571,34.5238095238095,4.36904761904762,1,9,21,8,1
"1970","PL WARSZAW72",20,1300,60,10,1,1,1,1,1
"1971","PL WARSZAW73",22,1100,33,6,1,1,1,1,1
"1972","PL WLOCLAW02",22,1611.929,33.05,4.7375,2,7,40,10,1
"1973","PL WLOCLWA01",22,1456.66666666667,35.4444444444444,6.19444444444444,1,7,9,7,1
"1974","PL WROCLAW01",22,1439.55595505618,36.0561797752809,6.22963483146067,4,42,356,136,2
"1975","PL WROCLAW02",22,1330.40968503937,37.9724409448819,6.75295275590551,3,33,254,86,2
"1976","PL WROCLAW03",22,1351.50483333333,39.4333333333333,6.17222222222222,4,14,180,54,1
"1977","PL WROCLAW04",22,1598.1325308642,41.7654320987654,6.78703703703704,2,13,81,26,1
"1978","PL WROCLAW05",22,1368.98872340426,44.468085106383,6.98404255319149,2,3,47,24,1
"1979","PL WROCLAW06",23.5,2326.25,39.25,7.75,2,2,4,4,1
"1980","PL WROCLAW07",22,1271.69961538462,36.4615384615385,5.77884615384615,2,6,26,15,1
